"tract","Name","Frac._in_Top_20%_Based_on_Indiv_Income_rP_gP_p25"
48491020203,"Sun City, Georgetown, TX",0.8151
32003002303,"Las Vegas, NV",0.7372
36047080800,"Kings County, NY",0.7331
6075012601,"Marina District, San Francisco, CA",0.6273
34021004304,"West Windsor Township, NJ",0.6047
6013355116,"San Ramon, CA",0.5861
9001045300,"Wilton, CT",0.5791
12086007801,"Miami, FL",0.5657
36081099705,"Queens County, NY",0.5648
36047020200,"Kings County, NY",0.5593
6037108202,"Northridge, Los Angeles, CA",0.5587
36059406501,"Garden City, NY",0.5557
18157005400,"West Lafayette, IN",0.5547
34027044200,"Morristown, NJ",0.5532
22071012102,"Uptown/Carrollton, New Orleans, LA",0.5518
6037262400,"Brentwood, Los Angeles, CA",0.5498
51059480203,"Tysons, VA",0.5434
26161415600,"Ann Arbor, MI",0.5375
36059406400,"Garden City, NY",0.5353
51107611012,"Ashburn, VA",0.5352
6081608001,"Foster City, CA",0.5329
24031701002,"Rockville, MD",0.5324
51059470100,"McLean, VA",0.5315
51059481201,"Reston, VA",0.5311
36059518800,"Syosset, NY",0.528
6001443103,"Fremont, CA",0.5272
38053962300,"Watford City, ND",0.5252
42101008801,"West Philadelphia, Philadelphia, PA",0.5204
17031070102,"Lincoln Park, Chicago, IL",0.5199
9001055100,"Weston, CT",0.5171
48201411400,"River Oaks, Houston, TX",0.5168
4021001708,"Maricopa, AZ",0.5168
51059491701,"Fairfax, VA",0.5152
36119010600,"Ardsley, NY",0.5145
34025812400,"Deal, NJ",0.5144
36061014700,"Lincoln Square, New York, NY",0.5125
6037265420,"Westwood, Los Angeles, CA",0.5109
6075012602,"Marina District, San Francisco, CA",0.5108
36059412500,"Rockville Centre, NY",0.5102
36059406300,"Garden City, NY",0.5101
9001090100,"Trumbull, CT",0.5101
51700050305,,0.508
36059415500,"North Wantagh, Seaford, NY",0.5049
36047061200,"Kings County, NY",0.5024
24005490701,"Towson, MD",0.5019
25013813303,"Longmeadow, MA",0.5011
48085030520,"Dominion at Panther Creek, Frisco, TX",0.4992
26125191300,"Rochester, MI",0.4991
6037141500,"Encino, Los Angeles, CA",0.499
36081114100,"Queens County, NY",0.4985
25017357100,"Belmont, MA",0.4973
6001450752,"Dublin, CA",0.4963
48201430400,"Memorial, Houston, TX",0.4958
36047045000,"Kings County, NY",0.4949
48201451902,"George Bush Park/Eldridge, Houston, TX",0.4942
48113019301,"Park Cities, Dallas, TX",0.4938
42017104304,"New Hope, PA",0.4934
24005403803,"Pikesville, MD",0.4911
51059481500,"Reston, VA",0.4902
13089020200,"Druid Hills, Atlanta, GA",0.4901
36081129102,"Queens County, NY",0.4894
12021010215,"Pelican Bay, Naples, FL",0.4883
8117000402,"Breckenridge, CO",0.4875
37135011602,"Chapel Hill, NC",0.487
9001035200,"New Canaan, CT",0.4865
42091204800,"Gladwyne, PA",0.4864
13067031212,"Atlanta, GA",0.4857
36059301500,"Plandome, NY",0.4846
42101013401,"Fairmount, Philadelphia, PA",0.4844
6037574602,"Bixby Hill, Long Beach, CA",0.4831
36085013201,"Richmond County, NY",0.4831
42101000300,"Center City, Philadelphia, PA",0.4827
6067008702,"Gold River, CA",0.4823
36047004400,"Kings County, NY",0.4818
51059415600,"Alexandria, VA",0.4818
51153901410,"Linton Hall, Bristow, VA",0.4815
6001443200,"Vineyards - Avalon, Fremont, CA",0.4812
36059404500,"Floral Park, NY",0.4812
6075047801,"Outer Richmond, San Francisco, CA",0.4812
36119002103,"Crestwood, Yonkers, NY",0.4806
6073008365,"Rancho Peñasquitos, San Diego, CA",0.4804
17031070103,"Lincoln Park, Chicago, IL",0.4802
36059302700,"North New Hyde Park, NY",0.4784
36047065400,"Kings County, NY",0.4782
36059300100,"Kings Point, NY",0.477
6085508303,"Sunnyvale West, Sunnyvale, CA",0.4768
48085030509,"Hillcrest Meadows, Frisco, TX",0.4757
36061005200,"Midtown, New York, NY",0.4751
12099007011,"Boca Raton, FL",0.4744
36059412600,"Rockville Centre, NY",0.474
24031700607,"North Potomac, MD",0.4737
12115000801,"Longboat Key, FL",0.473
36047070201,"Kings County, NY",0.473
36047041000,"Kings County, NY",0.4726
6001441523,"Ardenwood, Fremont, CA",0.4726
36061006000,"Midtown, New York, NY",0.4725
25021416400,"Milton, MA",0.4717
36047016800,"Kings County, NY",0.4712
6085507500,"Saratoga, CA",0.4712
17097865502,"Highland Park, IL",0.471
36059303301,"Williston Park, NY",0.47
34035053801,"Millstone, NJ",0.4698
36081038302,"Queens County, NY",0.4697
36081073100,"Queens County, NY",0.4695
36081066300,"Queens County, NY",0.4684
51059460100,"Vienna, VA",0.4683
45019002105,"Johns Island, SC",0.4683
6085509901,"Blossom Valley, Mountain View, CA",0.4682
36059300600,"Great Neck Plaza, NY",0.4675
6059062631,"Turtle Rock, Irvine, CA",0.4675
36081138501,"Queens County, NY",0.4673
32003005846,"Las Vegas, NV",0.4648
6085507206,"Monte Sereno, CA",0.4644
6075033100,"Lakeshore, San Francisco, CA",0.4632
53033024602,"Mercer Island, WA",0.4629
51059492202,"Fairfax Station, VA",0.4616
48201412400,"Southwest Houston, Houston, TX",0.4613
6013345108,"San Ramon, CA",0.4613
53053073126,"Puyallup, WA",0.461
31055007515,"West Omaha, Omaha, NE",0.4603
48113007812,"Lake Highlands, Dallas, TX",0.4601
36081157901,"Queens County, NY",0.4598
36103112213,"Dix Hills, NY",0.459
27053023100,"Morningside, Minneapolis, MN",0.459
42017100808,"Langhorne, PA",0.4589
42045407404,"Wallingford, Nether Providence Township, PA",0.4588
6037188202,"Central LA, Los Angeles, CA",0.4581
36047017200,"Kings County, NY",0.4572
34013020400,"Livingston, NJ",0.4568
51510200702,"Eisenhower East, Alexandria, VA",0.4566
34031371503,,0.4565
36081144100,"Queens County, NY",0.4565
36047057400,"Kings County, NY",0.4563
25021418003,"Quincy, MA",0.4562
6013390200,"El Cerrito, CA",0.4561
36103158205,"Mount Sinai, NY",0.4559
6085507701,"Cupertino, CA",0.4559
6075032801,"Parkside, San Francisco, CA",0.4558
36119011800,"Briarcliff Manor, NY",0.4555
25017373900,"Oak Hill, Newton, MA",0.4552
9003496500,"West Hartford, CT",0.4552
36059521500,"Massapequa Park, NY",0.4551
25025010701,"Back Bay West, Boston, MA",0.4549
48453001753,"North Burnet-Gateway, Austin, TX",0.4546
36081050700,"Queens County, NY",0.4545
9001060600,"Southport, Fairfield, CT",0.4542
48201340202,"Clear Lake, Houston, TX",0.4541
36119013201,"Briarcliff Manor, NY",0.4541
36005011800,"Bronx County, NY",0.4539
36119009701,"White Plains, NY",0.4532
36103111802,"East Northport, NY",0.4528
36085027900,"Richmond County, NY",0.4526
6075012902,"Cow Hollow, San Francisco, CA",0.4522
6037262301,"Los Angeles, CA",0.4521
6013355112,"Danville, CA",0.4519
34003024200,"Harrington Park, NJ",0.4519
6085511905,"South San Jose, San Jose, CA",0.4503
36005045101,"Bronx County, NY",0.45
25025010104,"Boston, MA",0.4499
36047005601,"Kings County, NY",0.4498
6037108103,"Northridge, Los Angeles, CA",0.4495
34025804100,"Monmouth Beach, NJ",0.4494
6037139801,"Tarzana, Los Angeles, CA",0.4494
36005030100,"Bronx County, NY",0.4488
24031701213,"Rockville, MD",0.4488
25017354100,"West Cambridge, Cambridge, MA",0.4487
6037920011,"Santa Clarita, CA",0.4486
6041110200,"San Rafael, CA",0.4484
48201421900,"Southwest Houston, Houston, TX",0.4483
36119008401,"Harrison, NY",0.448
34023006604,"East Brunswick, NJ",0.4479
51059491502,"Chantilly, VA",0.4478
34003019304,"Fort Lee, NJ",0.4475
51059480201,"McLean, VA",0.4473
48157673901,"New Territory, Sugar Land, TX",0.4472
36059518600,"Jericho, NY",0.4471
36081112900,"Queens County, NY",0.4471
12099005407,"Palm Beach, FL",0.4466
34003042302,"Paramus, NJ",0.4464
48201430600,"The Villages, Houston, TX",0.4463
6001443105,"Cameron Hills, Fremont, CA",0.4463
36081072300,"Queens County, NY",0.4461
34003009100,"Demarest, NJ",0.4461
12099007834,"Palm Beach Gardens, FL",0.4459
38089964000,"Belfield, ND",0.4458
24031706008,"Potomac, MD",0.4458
6001428302,"Alameda, CA",0.4456
36119014901,"Katonah, NY",0.4454
6075013000,"Cow Hollow, San Francisco, CA",0.4453
48121021524,"Heritage Lakes, Frisco, TX",0.445
36059412700,"Rockville Centre, NY",0.4445
12071030201,"Fort Myers, FL",0.4442
36119004900,"Scarsdale, NY",0.4439
36059302102,"Roslyn Heights, NY",0.4438
36103111300,"Huntington, NY",0.4432
8005006712,"Greenwood Village, CO",0.4428
6081605800,"Central San Mateo, San Mateo, CA",0.4428
25009254401,"Andover, MA",0.4427
34003047300,"Ridgewood, NJ",0.4426
36047000301,"Kings County, NY",0.4424
34017017900,"Weehawken, NJ",0.4421
34027040702,"Butler, NJ",0.4417
51059422401,"Alexandria, VA",0.4417
34035052901,"Far Hills, NJ",0.4413
25017367200,"Weston, MA",0.4405
34003027000,"Ho-Ho-Kus, NJ",0.4404
36059406600,"Mott Section, Garden City, NY",0.4404
25021416102,"Milton, MA",0.4402
1073004800,"Highland Park, Birmingham, AL",0.4402
36103110401,"Huntington, NY",0.4402
6037670416,"Rancho Palos Verdes, CA",0.4401
42045409701,"Villanova, PA",0.4398
6001440335,"Union City, CA",0.4397
6085507807,"Cupertino, CA",0.4396
9001020200,"North Stamford, Stamford, CT",0.4395
48085031642,"Hunters Glen, Plano, TX",0.4392
48121021625,"Castle Hills, Lewisville, TX",0.4391
34003042100,"Paramus, NJ",0.439
36119007600,"Rye, NY",0.4388
24031701206,"Potomac, MD",0.4387
36085014700,"Richmond County, NY",0.4381
36081064101,"Queens County, NY",0.4381
9001020800,"Newfield - Westover - Turn of River, Stamford, CT",0.4381
34027041902,"East Hanover, NJ",0.4379
36081157101,"Bellerose Manor, Bellerose, NY",0.4374
6073008361,"La Jolla, San Diego, CA",0.4367
36081150702,"Queens County, NY",0.4362
36059415802,"Wantagh, NY",0.4362
36047064400,"Kings County, NY",0.4361
6075012700,"Marina District, San Francisco, CA",0.436
6037139802,"Tarzana, Los Angeles, CA",0.4357
41051006001,"Homestead, Portland, OR",0.4355
36059415102,"Merrick, NY",0.4355
36047056400,"Kings County, NY",0.4355
36087013401,"Tappan, NY",0.4353
34035053707,"Somerset County, NJ",0.4352
34013020100,"Essex County, NJ",0.4349
36059519703,"Plainview, NY",0.4346
36087010801,"New City, NY",0.4345
34023008800,"Piscataway Township, NJ",0.434
51107611009,"Leesburg, VA",0.434
8005086300,"Aurora, CO",0.4339
36081148300,"Queens County, NY",0.4338
4019004720,"Sunrise Territory Village Townhomes, Tucson, AZ",0.4338
17097865600,"Braeside, Highland Park, IL",0.4336
48085030507,"Hillcrest Estates, Frisco, TX",0.4335
36081150701,"Queens County, NY",0.4328
6037134424,"Canoga Park, Los Angeles, CA",0.4325
36081080301,"Queens County, NY",0.4325
34035052603,"Basking Ridge, Bernards, NJ",0.4324
6037403304,"Valle Lindo, Diamond Bar, CA",0.4323
6085507205,"Los Gatos, CA",0.4322
6059062645,"Newport Coast, Newport Beach, CA",0.4321
12086007503,"Riviera, Coral Gables, FL",0.4318
36059517701,"Glen Head, NY",0.4316
6001408000,"Woodminster, Oakland, CA",0.431
12021011001,"City of Marco, Marco Island, FL",0.431
34007606100,"Haddonfield, NJ",0.4309
36059518201,"Oyster Bay, NY",0.4307
53033024901,"Somerset, Bellevue, WA",0.4305
6001442000,"Kimber - Gomes, Fremont, CA",0.4304
34023001409,"Edison, NJ",0.43
36081122300,"Queens County, NY",0.4298
36059404600,"Floral Park, NY",0.4298
6037214901,"Beverly Grove, West Hollywood, CA",0.4298
36119004600,"Bronxville, NY",0.4293
12086006705,"Brickell, Miami, FL",0.4291
36059301600,"Manhasset, NY",0.4291
24005403802,"Pikesville, MD",0.429
51059482503,"Chantilly Highlands, Herndon, VA",0.4289
22071012000,"Audubon, New Orleans, LA",0.4288
6001440332,"Union City, CA",0.4288
6037261200,"Beverly Glen, Los Angeles, CA",0.4288
12099007505,"Boca Raton, FL",0.4287
36059405800,"Garden City, NY",0.4285
48381021609,"Amarillo, TX",0.4284
17031803005,"Arlington Heights, IL",0.4284
36081050500,"Queens County, NY",0.4283
36061010601,"Midtown, New York, NY",0.4282
6037108104,"Northridge, Los Angeles, CA",0.428
25021401200,"Chestnut Hill, Brookline, MA",0.428
36085018901,"Richmond County, NY",0.4275
53033004302,"Northeast Seattle, Seattle, WA",0.4275
4013216843,"North Scottsdale, Scottsdale, AZ",0.4275
6081609700,"Emerald Hills, CA",0.4274
9001035400,"New Canaan, CT",0.4273
36081072900,"Queens County, NY",0.4273
17043842711,"Wheaton, IL",0.427
36047041401,"Kings County, NY",0.4268
36087012800,"Pearl River, NY",0.4268
6001430101,"Castro Valley, CA",0.4268
51107611023,"Ashburn, VA",0.4267
36047068600,"Kings County, NY",0.4266
36119008602,"Purchase, Harrison, NY",0.4264
18057110904,"Carmel, IN",0.4263
51059460400,"Tysons, VA",0.4258
48085031654,"Highlands Of Preston Ridge, Plano, TX",0.4255
20091053009,"White Fox Estates, Overland Park, KS",0.4255
42091203103,"Lafayette Hill, PA",0.4252
36087013002,"Blauvelt, NY",0.4252
51107611209,"Sterling, VA",0.4251
36047016600,"Kings County, NY",0.4251
25017374700,"Auburndale, Newton, MA",0.425
36085027301,"Richmond County, NY",0.425
24031701306,"Olney, MD",0.4246
6037189903,"Central LA, Los Angeles, CA",0.4246
36087011603,"Suffern, NY",0.4245
36081097300,"Queens County, NY",0.4243
48121021751,"Flower Mound, TX",0.4243
34039037900,"Summit, NJ",0.4243
6073008366,"Rancho Peñasquitos, San Diego, CA",0.424
45051060207,"Myrtle Beach, SC",0.4234
36081073700,"Queens County, NY",0.4233
17097864904,"Deerfield, IL",0.4232
34025809703,"Marlboro Township, NJ",0.4232
36047030600,"Kings County, NY",0.4232
36059519601,"Plainview, NY",0.4231
6037700801,"Beverly Hills, CA",0.4231
6075012800,"Cow Hollow, San Francisco, CA",0.4229
9001020400,"North Stamford, Stamford, CT",0.4224
39049001121,"The Ohio State University, Columbus, OH",0.4219
6081609400,"San Carlos, CA",0.4218
26125154500,"Orchard Lake, Orchard Lake Village, MI",0.4216
32007950200,"Wells, NV",0.4214
11001001401,"Northwest Washington, Washington, DC",0.4213
36059301102,"Port Washington, NY",0.4211
34023006403,"East Brunswick, NJ",0.421
6075030600,"Forest Hill Extension, San Francisco, CA",0.421
36059301900,"Manhasset, NY",0.4209
34013020700,"Livingston, NJ",0.4209
51510202001,"Old Town, Alexandria, VA",0.4205
39113010100,"Dayton, OH",0.4205
27053105100,"Bryn Mawr, Minneapolis, MN",0.4203
36085014604,"Richmond County, NY",0.4201
36059303101,"New Hyde Park, NY",0.42
34027041200,"Mountain Lakes, NJ",0.4196
6085503332,"Evergreen, San Jose, CA",0.4191
17043845507,"Darien, IL",0.4191
34013021602,"North Caldwell, NJ",0.419
6085508301,"Sunnyvale, CA",0.4189
48113007605,"Northwest Dallas, Dallas, TX",0.4181
36059518100,"East Norwich, NY",0.4178
48085031706,"Far North Dallas, Dallas, TX",0.4178
24031705000,"Bethesda, MD",0.4173
36059302501,"Roslyn Heights, NY",0.4173
36103112212,"Dix Hills, NY",0.417
36059413002,"Oceanside, NY",0.4167
36061014401,"Upper East Side, New York, NY",0.4165
34027043402,"Morristown, NJ",0.4164
6059063009,"East Bluff, Newport Beach, CA",0.4164
36081141700,"Queens County, NY",0.4162
42017100809,"Langhorne, PA",0.4161
48157671602,"Plantation Bend, Sugar Land, TX",0.4161
17043844002,"Elmhurst, IL",0.416
6037113102,"Chatsworth, Los Angeles, CA",0.4157
34003017400,"Fair Lawn, NJ",0.4155
25025130300,"West Roxbury, Boston, MA",0.4154
48157674200,"Sweetwater, Sugar Land, TX",0.4153
48157674400,"Maranatha Farms, Sugar Land, TX",0.4152
6111007405,"Oak Park, CA",0.415
36059518204,"Woodbury, NY",0.415
48085030522,"McKinney, TX",0.4149
36087012000,"Suffern, NY",0.4148
12011040203,"North Fort Lauderdale, Fort Lauderdale, FL",0.4144
34003047100,"Ridgewood, NJ",0.4143
25021457200,"Needham, MA",0.4142
25021416101,"Milton, MA",0.414
36119011102,"Ardsley, NY",0.4139
12099005945,"Boynton Beach, FL",0.4136
51059492000,"Fairfax, VA",0.4134
24033800212,"Laurel, MD",0.4133
36005029700,"Bronx County, NY",0.4133
34035054201,"Princeton, NJ",0.4132
36047035601,"Kings County, NY",0.413
26125188000,"Huntington Woods, MI",0.413
34039036800,"Westfield, NJ",0.4129
34021003903,"Pennington, NJ",0.4128
36119008500,"Rye, NY",0.4126
6075042601,"Central Richmond, San Francisco, CA",0.4125
49035100200,"Capitol Hill, Salt Lake City, UT",0.4124
36005027401,"Bronx County, NY",0.4124
36081133900,"Queens County, NY",0.4123
6085506804,"Cambrian, Los Gatos, CA",0.4123
30083070100,"Fairview, MT",0.4122
34003048200,"River Edge, NJ",0.4119
6059075810,"Villa Park, CA",0.4117
51059422201,"Lorton, VA",0.4117
47187050206,"Brentwood, TN",0.4113
6061021040,"Sun City, Roseville, CA",0.4113
48085030407,"Starwood - Chamberlyne Place Village, Frisco, TX",0.4112
42091201408,"Dresher, PA",0.411
26125150200,"Bloomfield Hills, MI",0.411
36081071100,"Queens County, NY",0.411
42045408400,"Haverford, PA",0.4109
34025809502,"Morganville, Marlboro Township, NJ",0.4109
34035050902,"Martinsville, Bridgewater, NJ",0.4108
36081070700,"Queens County, NY",0.4105
6001450601,"Pleasanton, CA",0.4104
24031704600,"Bethesda, MD",0.4102
6081613000,"Sharon Heights, Menlo Park, CA",0.4101
36059518501,"Jericho, NY",0.4099
36081136700,"Queens County, NY",0.4097
6075033000,"Parkside, San Francisco, CA",0.4096
36081140901,"Queens County, NY",0.4095
51013100500,"Donaldson Run, Arlington, VA",0.4094
34023007806,"Old Bridge, Old Bridge Township, NJ",0.4094
36059300400,"Great Neck, NY",0.4094
34003042301,"Paramus, NJ",0.4093
48201450700,"Westside, Houston, TX",0.409
17031801608,"Northbrook, IL",0.409
36081049500,"Queens County, NY",0.4089
36047035400,"Kings County, NY",0.4089
36081109900,"Queens County, NY",0.4089
34003043002,"Park Ridge, NJ",0.4088
36103158009,"Stony Brook, NY",0.4087
36059517500,"Glen Head, NY",0.4086
6075031000,"West of Twin Peaks, San Francisco, CA",0.4086
36059406100,"West Hempstead, NY",0.4084
34003022200,"Glen Rock, NJ",0.4084
36119014606,"Cortlandt, NY",0.4083
36059520100,"Old Bethpage, NY",0.4079
48085031645,"Glenhollow Estates, Plano, TX",0.4078
36059408600,"Levittown, NY",0.4077
37183053425,"Cary, NC",0.4077
6081608300,"Foster City, CA",0.4077
36103135004,"Saint James, NY",0.4074
17031805502,"Park Ridge, IL",0.4073
34021004301,"Princeton, NJ",0.4073
25017370202,"Watertown, MA",0.4073
25017358300,"Lexington, MA",0.4072
6037701302,"Wilshire Montana, Santa Monica, CA",0.4071
26163564502,"Canton, MI",0.4071
53033024100,"Clyde Hill, WA",0.4069
36081139900,"Queens County, NY",0.4069
6001440333,"Union City, CA",0.4069
34039034800,"Linden, NJ",0.4068
9001045200,"Wilton, CT",0.4068
6037464200,"San Marino, CA",0.4063
36085017005,"Richmond County, NY",0.4062
6075045200,"Balboa Hollow, San Francisco, CA",0.4062
9001035300,"New Canaan, CT",0.4061
36081074700,"Queens County, NY",0.4061
36059519400,"Hicksville, Hicksville, NY",0.4061
36081124700,"Queens County, NY",0.4059
36059302101,"Roslyn, NY",0.4059
36047005202,"Kings County, NY",0.4058
26125197100,"Troy, MI",0.4057
6057001204,"Truckee, CA",0.4057
24031706007,"Potomac, MD",0.4051
48085031662,"Stonehaven Place, Plano, TX",0.4051
51059492203,"Fairfax Station, VA",0.405
6075010400,"North Beach, San Francisco, CA",0.4049
34003055100,"Tenafly, NJ",0.4048
6037113322,"Chatsworth, Los Angeles, CA",0.4047
36059411902,"Lynbrook, NY",0.4047
42091205903,"Wayne, PA",0.4046
40143007638,"Tulsa, OK",0.4045
42045408001,"Broomall, PA",0.4043
36059404400,"Floral Park, NY",0.4043
6075030800,"West of Twin Peaks, San Francisco, CA",0.4042
34003061100,"Wyckoff, NJ",0.4042
8037000402,"Edwards, CO",0.4042
6085511701,"Los Altos Hills, CA",0.4039
34023006605,"East Brunswick, NJ",0.4038
48085031664,"Deerfield, Plano, TX",0.4035
51059481105,"Herndon, VA",0.4035
36081099701,"Queens County, NY",0.4034
36119013500,"Ossining, NY",0.4033
6075047901,"Outer Richmond, San Francisco, CA",0.4033
6037265510,"Westwood, Los Angeles, CA",0.4031
34035052300,"Watchung, NJ",0.403
36119006801,"Scarsdale, NY",0.403
26125158100,"Beverly Hills, MI",0.403
24031701313,"Olney, MD",0.403
51059482504,"Herndon, VA",0.4028
51059430901,"West Springfield, VA",0.4027
6075021300,"Noe Valley, San Francisco, CA",0.4026
36085013800,"Richmond County, NY",0.4025
6081612800,"Menlo Park, CA",0.4024
36047054800,"Kings County, NY",0.4024
36085018701,"Richmond County, NY",0.4023
36059302400,"Albertson, NY",0.4022
34013020902,"Roseland, NJ",0.4019
34023008700,"Cranbury, Cranbury Township, NJ",0.4019
24031700826,"Gaithersburg, MD",0.4015
36059407801,"Westbury, NY",0.4015
6081604500,"Millbrae, CA",0.4014
25017354200,"West Cambridge, Cambridge, MA",0.4014
9001011000,"Old Greenwich, Greenwich, CT",0.4013
13067030318,"Marietta, GA",0.4013
25017374000,"Oak Hill, Newton, MA",0.4013
36087011601,"Suffern, NY",0.4012
36047055200,"Kings County, NY",0.4012
8013012505,"South Boulder, Boulder, CO",0.4012
6037108101,"Northridge, Los Angeles, CA",0.4011
36059300300,"Great Neck, NY",0.4011
6059052522,"Westpark, Irvine, CA",0.4009
6037265100,"Westwood, Los Angeles, CA",0.4006
36103158322,"Mount Sinai, NY",0.4001
36103158203,"Setauket- East Setauket, NY",0.4001
36047057600,"Kings County, NY",0.4
34003040001,"Oradell, NJ",0.4
36059521400,"Massapequa, NY",0.3998
48029181820,"Northwest Side, San Antonio, TX",0.3997
38025962200,"Dunn Center, ND",0.3995
48453000604,"Central Austin, Austin, TX",0.3993
36119005200,"Bronxville, NY",0.3992
48113019501,"Park Cities, Dallas, TX",0.3991
36081071304,"Queens County, NY",0.399
48339690800,"Spring, TX",0.399
36081074900,"Queens County, NY",0.3989
25017357200,"Belmont, MA",0.3989
34025808702,"Manasquan, NJ",0.3988
36081133300,"Queens County, NY",0.3988
34003055200,"Tenafly, NJ",0.3987
51107611804,"Chantilly, VA",0.3987
36079011300,"Mahopac, NY",0.3987
34013016200,"Upper Montclair, Montclair, NJ",0.3985
40143007637,"Southern Woods Estate, Tulsa, OK",0.3984
25025000503,"Brighton, Boston, MA",0.3982
36059521301,"Massapequa, NY",0.3981
6037300702,"Brockmont, Glendale, CA",0.398
17097864410,"Lake Zurich, IL",0.3979
42017105009,"Southampton, PA",0.3979
36005044901,"Bronx County, NY",0.3979
25017367100,"Weston, MA",0.3978
34003045100,"Ridgefield, NJ",0.3978
36119001900,"Northwest Yonkers, Yonkers, NY",0.3977
48201411800,"Greenway/Upper Kirby, Houston, TX",0.3976
24027602100,"Ellicott City, MD",0.3976
17031800100,"Glencoe, IL",0.3973
24005411202,"Glen Arm, MD",0.3971
17043845509,"Westmont, IL",0.3971
25025000302,"Brighton, Boston, MA",0.397
6037102104,"Burbank, CA",0.3969
6075032602,"Outer Sunset, San Francisco, CA",0.3968
6001443301,"Warm Springs, Fremont, CA",0.3966
24005408602,"Lutherville-Timonium, MD",0.3965
24027602304,"Ellicott City, MD",0.3963
24031706013,"Bethesda, MD",0.3963
48121021749,"Flower Mound, TX",0.3962
48201340301,"Clear Lake, Houston, TX",0.3962
6059062642,"Corona Del Mar, Newport Beach, CA",0.3962
51059482400,"Vienna, VA",0.3961
36081076902,"Queens County, NY",0.3961
36047063800,"Kings County, NY",0.3961
34023008602,"Princeton Meadows, NJ",0.396
6013352102,"Moraga, CA",0.396
6037108201,"Northridge, Los Angeles, CA",0.3959
36103110101,"Lloyd Harbor, NY",0.3959
34025810102,"Manalapan Township, NJ",0.3958
36119008302,"Rye Brook, NY",0.3956
9001060400,"Fairfield, CT",0.3956
6081611500,"Lindenwood, Atherton, CA",0.3955
34025809200,"Sea Girt, NJ",0.3955
48201555301,"Northampton Estates, Spring, TX",0.3952
24005408704,"Mays Chapel, Lutherville-Timonium, MD",0.3952
36059301700,"Manhasset, NY",0.3951
34003059200,"Westwood, NJ",0.395
36047058600,"Kings County, NY",0.3949
10003011205,"Wilmington, DE",0.3949
51059480401,"Great Falls, VA",0.3949
16013960300,"Ketchum, ID",0.3948
53033032327,"Redmond, WA",0.3948
51510200404,"Landmark, Alexandria, VA",0.3947
51059482602,"Fairfax, VA",0.3947
34039037000,"Cranford, NJ",0.3946
36047018600,"Kings County, NY",0.3945
24005490302,"Towson, MD",0.3945
36081070300,"Queens County, NY",0.3943
6037700600,"Beverly Hills, CA",0.3943
36081103900,"Queens County, NY",0.3943
36059300900,"Manhasset, NY",0.3942
51059471000,"Falls Church, VA",0.394
26125152600,"Birmingham, MI",0.394
36047039200,"Kings County, NY",0.3939
6081605200,"Easton Addition, Burlingame, CA",0.3939
34013020200,"Essex County, NJ",0.3938
48201430300,"Hunter Creek Village, Houston, TX",0.3937
24510271400,"Evergreen, Baltimore, MD",0.3937
36047062000,"Kings County, NY",0.3936
17097863904,"Vernon Hills, IL",0.3936
6059052418,"Woodbury, Irvine, CA",0.3936
6037269500,"Beverlywood, Los Angeles, CA",0.3935
48113013608,"Far North Dallas, Dallas, TX",0.3935
25021406102,"Medfield, Medfield, MA",0.3934
20091053109,"Parkbridge, Overland Park, KS",0.3934
6075032902,"Sunset District, San Francisco, CA",0.3934
34035053602,"Branchburg, NJ",0.3933
12089050201,"Fernandina Beach, FL",0.393
36059411500,"Hewlett, NY",0.3929
48085031656,"Wolf Creek Estates, Plano, TX",0.3928
25017373600,"Chestnut Hill, Newton, MA",0.3926
36085025100,"Richmond County, NY",0.3925
6085511910,"South San Jose, San Jose, CA",0.3925
9001020900,"Springdale, Stamford, CT",0.3925
25021412100,"Westwood, MA",0.3924
36047005000,"Kings County, NY",0.3923
36119006802,"New Rochelle, NY",0.3923
36047070000,"Kings County, NY",0.3923
6085511702,"Country Club, Los Altos, CA",0.3922
6067008704,"Anatolia Village, Rancho Cordova, CA",0.3922
55025000406,"Midtown Commons, Madison, WI",0.3922
36103110501,"Centerport, NY",0.3921
25017370201,"Watertown, MA",0.3921
6073008336,"Rancho Peñasquitos, San Diego, CA",0.3921
26163551700,"Grosse Pointe Woods, MI",0.3921
48201430800,"Westside, Houston, TX",0.392
18089040402,"Munster, IN",0.3919
36059519802,"Plainview, NY",0.3919
36047039000,"Kings County, NY",0.3918
48113007101,"Dallas, TX",0.3918
17031823903,"Palos Park, IL",0.3917
18157010500,"West Lafayette, IN",0.3917
6055201003,"American Canyon, CA",0.3917
6013345113,"Danville, CA",0.3917
42091207003,"Harleysville, PA",0.3915
6013392000,"Kensington, CA",0.3912
36081069500,"Queens County, NY",0.3912
6037670413,"Rancho Palos Verdes, CA",0.3912
6013345115,"San Ramon, CA",0.3912
36047027000,"Kings County, NY",0.3911
36081140300,"Queens County, NY",0.391
37119005517,"Highland Creek, Charlotte, NC",0.3909
9001044600,"Rowayton, Norwalk, CT",0.3908
33013041000,"New London, NH",0.3907
48085032009,"Richardson, TX",0.3906
36103200901,"East Hampton, NY",0.3905
36119012304,"Armonk, NY",0.3904
36059415202,"Merrick, NY",0.3903
6059063007,"Newport Beach, CA",0.3903
36081140902,"Queens County, NY",0.3903
6059052421,"Northwood, Irvine, CA",0.3902
6085507906,"West San Jose, San Jose, CA",0.3902
